Nom,Sous-type,Commune,Code postal,Département,Région,Latitude,Longitude,Site internet
Télécabine de Fernuy,"Site sportif, récréatif et de loisirs,Transport",La Clusaz,74220,Haute-Savoie,Auvergne-Rhône-Alpes,45.910302,6.466736,https://forfait.laclusaz.com/fr/
Brother's food factory,Restauration,Sury-le-Comtal,42450,Loire,Auvergne-Rhône-Alpes,45.539844,4.183615,
Domaine de Franchesse,Fournisseur de dégustation,Franchesse,03160,Allier,Auvergne-Rhône-Alpes,46.650868,3.067747,
Le Gambetta,Restauration,Sury-le-Comtal,42450,Loire,Auvergne-Rhône-Alpes,45.539532,4.184108,http://restaurantgambetta.fr/
Minoterie Roche,Fournisseur de dégustation,Treban,03240,Allier,Auvergne-Rhône-Alpes,46.399608,3.168679,https://www.minoterieroche.com/
Le jardin de Greta,Fournisseur de dégustation,Saint-Menoux,03210,Allier,Auvergne-Rhône-Alpes,46.57498,3.110549,
Les Jardins de Saulzet,"Location,Site sportif, récréatif et de loisirs",Romagnat,63540,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.713569,3.070384,https://www.lesjardinsdesaulzet.fr/
"Chez Aurore,  crêperie ambulante",Restauration,Néris-les-Bains,03310,Allier,Auvergne-Rhône-Alpes,46.288118,2.660583,
Le Mystère de la Pierre de la Chouette (été),"Site sportif, récréatif et de loisirs",Les Belleville,73440,Savoie,Auvergne-Rhône-Alpes,45.387864,6.493712,https://www.st-martin-belleville.com/
Terrain de Pickleball,"Site sportif, récréatif et de loisirs",Crest-Voland,73590,Savoie,Auvergne-Rhône-Alpes,45.793143,6.503177,
Ruines de la Tour de Bongain,Site culturel,Saint-Gervais-les-Bains,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.889243,6.709534,
Les oies sauvages,"Site sportif, récréatif et de loisirs,Restauration",Ville-en-Sallaz,74250,Haute-Savoie,Auvergne-Rhône-Alpes,46.141976,6.419494,https://www.les-oies.com/
Terrains de tennis et multisports,"Site sportif, récréatif et de loisirs",Vaujany,38114,Isère,Auvergne-Rhône-Alpes,45.168387,6.094597,https://www.vaujany.com/fr/
Centre de loisirs antenne du Mazet,"Site sportif, récréatif et de loisirs,Commerce de détail",Mazet-Saint-Voy,43520,Haute-Loire,Auvergne-Rhône-Alpes,45.049031,4.243912,
Le Névé,Restauration,Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.026347,6.638363,
Les lucioles du Volamont,Fournisseur de dégustation,Mazet-Saint-Voy,43520,Haute-Loire,Auvergne-Rhône-Alpes,45.021636,4.243754,
Centre de loisirs antenne de Tence,"Site sportif, récréatif et de loisirs,Commerce de détail",Tence,43190,Haute-Loire,Auvergne-Rhône-Alpes,45.113401,4.293152,
Bottine Fenestrier,Site culturel,Romans-sur-Isère,26100,Drôme,Auvergne-Rhône-Alpes,45.043347,5.044298,https://www.ville-romans.fr/
GAEC Ferme des Cormiers,Fournisseur de dégustation,Saint-Michel-de-Chabrillanoux,07360,Ardèche,Auvergne-Rhône-Alpes,44.8417,4.633886,
Domaine des Marrans,Fournisseur de dégustation,Fleurie,69820,Rhône,Auvergne-Rhône-Alpes,46.176817,4.69279,https://www.domainedesmarrans.com/
Télésiège Verdons Sud,"Site sportif, récréatif et de loisirs,Transport",Champagny-en-Vanoise,73350,Savoie,Auvergne-Rhône-Alpes,45.476307,6.689568,https://www.skipass-laplagne.com/
Vins Edmond Jacquin et Fils,Fournisseur de dégustation,Jongieux,73170,Savoie,Auvergne-Rhône-Alpes,45.732602,5.803383,http://www.edmondjacquin.com/
ART'MATEUR D'ART,"Site sportif, récréatif et de loisirs,Commerce de détail",Caluire-et-Cuire,69300,Rhône,Auvergne-Rhône-Alpes,45.782409,4.832892,https://www.artmateurdart.com/
Boulangerie Fouraison,"Restauration,Commerce de détail",Crest,26400,Drôme,Auvergne-Rhône-Alpes,44.728425,5.023599,
Chez Anaïs,Restauration,Treignat,03380,Allier,Auvergne-Rhône-Alpes,46.348902,2.339899,https://www.chez-anais-foodtruck.fr/
Boucle Gravel de Saint-Agrève,"Site sportif, récréatif et de loisirs",Devesset,07320,Ardèche,Auvergne-Rhône-Alpes,45.0096551,4.3997401,
Balade pédestre en famille autour de l'étang de Chalignieu,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Chozeau,38460,Isère,Auvergne-Rhône-Alpes,45.699632,5.229595,https://www.balconsdudauphine-tourisme.com/
Boulangerie bio Mathéo Chastel - Fournil du Dauphiné,"Restauration,Commerce de détail",Crest,26400,Drôme,Auvergne-Rhône-Alpes,44.728692,5.01851,https://www.matheochastel.fr/
Chez Anaïs,Restauration,La Chapelaude,03380,Allier,Auvergne-Rhône-Alpes,46.428101,2.507132,https://www.chez-anais-foodtruck.fr/
Site d'escalade :  La Grande Cave,"Site sportif, récréatif et de loisirs",Virignin,01300,Ain,Auvergne-Rhône-Alpes,45.715564,5.720199,http://www.camptocamp.org/sites/174572/fr/virignin
Balade Sur les traces de Charles IX à Romans,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Romans-sur-Isère,26100,Drôme,Auvergne-Rhône-Alpes,45.042104,5.044219,https://www.ville-romans.fr/
Chez Anaïs,Restauration,Saint-Sauvier,03370,Allier,Auvergne-Rhône-Alpes,46.387658,2.330409,https://www.chez-anais-foodtruck.fr/
"Aurec-sur-Loire, une commune au cœur des Gorges de la Loire",Site naturel,Aurec-sur-Loire,43110,Haute-Loire,Auvergne-Rhône-Alpes,45.367893,4.203088,https://www.gorgesdelaloire.fr/
Le tour de la Vallée Bleue en VAE,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Montalieu-Vercieu,38390,Isère,Auvergne-Rhône-Alpes,45.824225,5.420766,"https://www.openrunner.com/route-details/4291048,http://www.valleebleue.org/"
Chez Anaïs,Restauration,Saint-Martinien,03380,Allier,Auvergne-Rhône-Alpes,46.332384,2.424918,https://www.chez-anais-foodtruck.fr/
Grand sentier de la narse de Pierrefitte,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Talizat,15170,Cantal,Auvergne-Rhône-Alpes,45.11406,3.0463,https://talizat.fr/narse-de-pierrefitte/
Veni Vedi Vichy,Hébergement,Vichy,03200,Allier,Auvergne-Rhône-Alpes,46.127229,3.423774,https://www.venivedivichy.com/
Roliko,Restauration,Lyon 7e Arrondissement,69007,Rhône,Auvergne-Rhône-Alpes,45.737307,4.839875,https://www.roliko.fr/
Plan d'eau de Saint-Clément : Baignade,"Site sportif, récréatif et de loisirs,Site naturel",Le Mayet-de-Montagne,03250,Allier,Auvergne-Rhône-Alpes,46.08101,3.692938,https://vichymonamour.fr/
Restaurant Chez la Tante - Mont d'Arbois,Restauration,Saint-Gervais-les-Bains,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.852276,6.67444,https://www.refugechezlatante.com/
La Folie Douce,"Site sportif, récréatif et de loisirs,Restauration",Val-d'Isère,73150,Savoie,Auvergne-Rhône-Alpes,45.456932,6.94303,https://www.lafoliedouce.com/fr/val-isere-tignes.html
Auvergne Chalets Sancy,Hébergement,Bagnols,63810,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.501648,2.63603,https://auvergne-chalets-sancy.fr/
Petit sentier de la narse de Pierrefitte,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Talizat,15170,Cantal,Auvergne-Rhône-Alpes,45.104735,3.063981,https://talizat.fr/narse-de-pierrefitte/
Vitamine 7,"Site sportif, récréatif et de loisirs",Lyon 7e Arrondissement,69007,Rhône,Auvergne-Rhône-Alpes,45.742038,4.834889,https://www.vitamine7.co/
Food truck Las Catrinas,Restauration,Crest,26400,Drôme,Auvergne-Rhône-Alpes,44.729,5.026146,https://www.las-catrinas.fr/
Alhéna Hotel & Spa,Hébergement,Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.004046,6.695167,https://www.mgm-hotels-residences.com/hotel-alhena-flaine
Espace jeux enfants,"Site sportif, récréatif et de loisirs,Service pratique",Mazet-Saint-Voy,43520,Haute-Loire,Auvergne-Rhône-Alpes,45.048178,4.245196,https://station.illiwap.com/fr/public/43130
L'Auberge Ensoleillée,Restauration,Peillonnex,74250,Haute-Savoie,Auvergne-Rhône-Alpes,46.131328,6.375276,
Salle de séminaire au Glacier,"Location,Site sportif, récréatif et de loisirs,Site d'affaires",Vienne,38200,Isère,Auvergne-Rhône-Alpes,45.521719,4.873713,https://www.leglacier-vienne.com/
American Taverne,Restauration,Faverges-Seythenex,74210,Haute-Savoie,Auvergne-Rhône-Alpes,45.756357,6.270763,
Parcours d'orientation Fontaine Les Vouillants Patrimoine Naturel,"Site sportif, récréatif et de loisirs",Fontaine,38600,Isère,Auvergne-Rhône-Alpes,45.193965,5.671141,"https://lauraco.fr/,https://isereoutdoor.fr/fr/activites/marchercourir/orientation"
Espace de coworking myWO,"Location,Site sportif, récréatif et de loisirs",Le Grand-Bornand,74450,Haute-Savoie,Auvergne-Rhône-Alpes,45.942619,6.428421,https://mywo.fr/etablissements/mywo-le-grand-bornand
Restaurant la Fresque,Restauration,Crémieu,38460,Isère,Auvergne-Rhône-Alpes,45.725033,5.251514,
Les Maux doux,"Site sportif, récréatif et de loisirs",La Chapelle-de-Surieu,38150,Isère,Auvergne-Rhône-Alpes,45.393713,4.926722,https://naturolesmauxdoux.wordpress.com/
Parcours urbains du Musée de Bourgoin-Jallieu,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Bourgoin-Jallieu,38300,Isère,Auvergne-Rhône-Alpes,45.586469,5.279687,https://musee.bourgoinjallieu.fr/
N&N SNACK,Restauration,Seyssel,74910,Haute-Savoie,Auvergne-Rhône-Alpes,45.963422,5.8371,https://www.nandn-snack-pizzeria.fr/
Espace coworking Tiers-Lieu Vita’Mine,"Location,Site sportif, récréatif et de loisirs",Albertville,73200,Savoie,Auvergne-Rhône-Alpes,45.662491,6.378517,https://leptitbureau-cowork.com/
Discothèque La Bamba,"Site sportif, récréatif et de loisirs",Magneux-Haute-Rive,42600,Loire,Auvergne-Rhône-Alpes,45.670873,4.173826,
Douceur céleste,"Site sportif, récréatif et de loisirs",Bellegarde-Poussieu,38270,Isère,Auvergne-Rhône-Alpes,45.400681,4.955768,http://www.douceur-celeste.com/
Breizh Café,Restauration,Megève,74120,Haute-Savoie,Auvergne-Rhône-Alpes,45.856198,6.617531,https://www.breizhcafe.com/
Pré Curral,"Site sportif, récréatif et de loisirs",Sallanches,74700,Haute-Savoie,Auvergne-Rhône-Alpes,45.93281,6.63937,http://www.sallanchesmontblanc.com/
Château de la Croix,Site culturel,Scionzier,74950,Haute-Savoie,Auvergne-Rhône-Alpes,46.059813,6.552841,https://www.scionzier.fr/
Ô Sens en Eveil - Espace bien-être,"Site sportif, récréatif et de loisirs",Montverdun,42130,Loire,Auvergne-Rhône-Alpes,45.721145,4.070257,https://www.osenseneveil.fr/
Auberge de Chossière - Table d'ici,Restauration,Vollore-Ville,63120,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.796463,3.608851,
Casa Mia,Restauration,Megève,74120,Haute-Savoie,Auvergne-Rhône-Alpes,45.850867,6.614632,
L'Escale Sucrée,"Restauration,Commerce de détail",Brioude,43100,Haute-Loire,Auvergne-Rhône-Alpes,45.292828,3.384355,https://lescale-sucree.fr/
Geodyssée - Autour des lacs de montagne,"Site sportif, récréatif et de loisirs",Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.005571,6.693207,
Petit parcours d'orientation ludique de Hauteville Gondon,"Site sportif, récréatif et de loisirs",Bourg-Saint-Maurice,73700,Savoie,Auvergne-Rhône-Alpes,45.593078,6.76013,"https://www.lesarcs.com/,http://www.bourgsaintmaurice.fr/"
Restaurant du Camping de la Claysse,Restauration,Saint-Sauveur-de-Cruzières,07460,Ardèche,Auvergne-Rhône-Alpes,44.30096,4.248749,http://www.campingdelaclaysse.com/
"Jeu de Piste  ""Résistance dans les Pentes"" avec les Frères Brigands","Site sportif, récréatif et de loisirs",Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.767476,4.83341,https://www.lesfreresbrigands.ch/
Parcours d'orientation Mont d'Arbois,"Site sportif, récréatif et de loisirs",Saint-Gervais-les-Bains,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.855027,6.668925,
Ferme pédagogique du Bonheur,"Site sportif, récréatif et de loisirs,Site culturel",Saint-Martin-en-Haut,69850,Rhône,Auvergne-Rhône-Alpes,45.686048,4.570468,https://gaecdubonheur.wixsite.com/ferme-pedagogique
"Etangs, vignes et villages - Boucle sportive - Boucle  LF 2","Site sportif, récréatif et de loisirs",Boën-sur-Lignon,42130,Loire,Auvergne-Rhône-Alpes,45.741295,4.005111,https://www.rendezvousenforez.com/
Espace pédagogique Forestier des Coulmes,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Izeron,38160,Isère,Auvergne-Rhône-Alpes,45.129986,5.434452,
Télésiège de Barmus à Plaine-Joux,"Site sportif, récréatif et de loisirs,Transport",Passy,74190,Haute-Savoie,Auvergne-Rhône-Alpes,45.9511,6.739483,
Le chemin de l'alpage - Parcours de découverte,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Habère-Lullin,74420,Haute-Savoie,Auvergne-Rhône-Alpes,46.236848,6.458723,https://www.alpesduleman.com/
Otaku  Kitchen,Restauration,Douvaine,74140,Haute-Savoie,Auvergne-Rhône-Alpes,46.306208,6.310431,
Pump track des Baujus riders,"Site sportif, récréatif et de loisirs",Aillon-le-Jeune,73340,Savoie,Auvergne-Rhône-Alpes,45.608407,6.100006,
Les Flammes du Véry,Restauration,Hauteluce,73620,Savoie,Auvergne-Rhône-Alpes,45.756408,6.541661,
Bibliothèque de Burzet,"Site sportif, récréatif et de loisirs,Site culturel",Burzet,07450,Ardèche,Auvergne-Rhône-Alpes,44.74012,4.243627,https://burzet.fr/la-mairie-a-votre-service/services-municipaux/mediatheque
Le Poirier,Restauration,Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.024478,6.641736,
Moxy Lyon Airport,"Restauration,Hébergement",Lyon,69125,Rhône,Auvergne-Rhône-Alpes,45.723545,5.088938,https://www.marriott.com/fr/hotels/lysox-moxy-lyon-airport/overview/
La Bleue - Spéciale VTT Enduro - Bleu,"Site sportif, récréatif et de loisirs",Lans-en-Vercors,38250,Isère,Auvergne-Rhône-Alpes,45.123925,5.591413,https://www.vercors-experience.com/
Entre Deux - restaurant et coffee shop,Restauration,Morestel,38510,Isère,Auvergne-Rhône-Alpes,45.678617,5.469495,
Tir à la Carabine Laser Hiver,"Site sportif, récréatif et de loisirs",Bourg-Saint-Maurice,73700,Savoie,Auvergne-Rhône-Alpes,45.56301,6.794881,
Parcours d'orientation de St Urcize - Rouge - 4.3kms,"Site sportif, récréatif et de loisirs",Saint-Urcize,15110,Cantal,Auvergne-Rhône-Alpes,44.672752,2.979153,http://www.ffcorientation.fr/
Parcours patrimonial de Vertrieu,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Vertrieu,38390,Isère,Auvergne-Rhône-Alpes,45.872924,5.367988,https://www.balconsdudauphine-tourisme.com/
Eaux ma Biche - Espace Bien Être,"Site sportif, récréatif et de loisirs",Les Contamines-Montjoie,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.806278,6.725323,https://www.ideosens.fr/biche-lescontamines/rayons
SOUS LA COLLINE,Hébergement,La Biolle,73410,Savoie,Auvergne-Rhône-Alpes,45.768002,5.901778,https://www.gites-de-france-savoie.com/fiche-hebergement-73G43751.html
La Badiane,Restauration,Voiron,38500,Isère,Auvergne-Rhône-Alpes,45.364316,5.595527,https://restaurant-voiron.fr/
La Fresque,"Site sportif, récréatif et de loisirs,Restauration",Crémieu,38460,Isère,Auvergne-Rhône-Alpes,45.725033,5.251514,
L'authentique - Kebab,Restauration,Savigneux,42600,Loire,Auvergne-Rhône-Alpes,45.60597,4.080089,
Sol&Monta,Restauration,Auris,38142,Isère,Auvergne-Rhône-Alpes,45.056363,6.067561,
Parcours d'orientation Fontaine la Poya Ludique,"Site sportif, récréatif et de loisirs",Fontaine,38600,Isère,Auvergne-Rhône-Alpes,45.193965,5.671141,"https://lauraco.fr/,https://isereoutdoor.fr/fr/activites/marchercourir/orientation"
Visite du moulin de la passerelle,Site culturel,Grandrif,63600,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.517445,3.823482,http://www.aumoulindelapasserelle.fr/
Via-ferrata de Saint-Christophe-en-Oisans - Tronçon 1,"Site sportif, récréatif et de loisirs",Saint-Christophe-en-Oisans,38520,Isère,Auvergne-Rhône-Alpes,44.961701,6.164961,https://www.oisans.com/stations-et-villages/saint-christophe-oisans-berarde/
Escape game,"Site sportif, récréatif et de loisirs",Grésy-sur-Isère,73460,Savoie,Auvergne-Rhône-Alpes,45.60227,6.249368,
Château des Millets,Site culturel,Saint-Didier-en-Donjon,03130,Allier,Auvergne-Rhône-Alpes,46.395224,3.890441,
Escape game,"Site sportif, récréatif et de loisirs",Ugine,73400,Savoie,Auvergne-Rhône-Alpes,45.747397,6.419849,
Itinéraires Raquettes,"Site sportif, récréatif et de loisirs",Hauteluce,73620,Savoie,Auvergne-Rhône-Alpes,45.757254,6.538646,https://www.lessaisies.com/
Le Galussel,Hébergement,Châtel-en-Trièves,38710,Isère,Auvergne-Rhône-Alpes,44.848202,5.79091,https://www.gites-de-france-isere.com/fiche-hebergement-456101.html
Expédition,Restauration,La Plagne Tarentaise,73210,Savoie,Auvergne-Rhône-Alpes,45.510366,6.665912,
La Nouvelle Auberge,Restauration,Chabeuil,26120,Drôme,Auvergne-Rhône-Alpes,44.901452,5.012829,https://www.lanouvelle-auberge.fr/
Maison Nivon Valence Sud,"Restauration,Commerce de détail",Valence,26000,Drôme,Auvergne-Rhône-Alpes,44.903187,4.87907,https://nivon.com/
Intuition restaurant,Restauration,Eybens,38320,Isère,Auvergne-Rhône-Alpes,45.1652,5.741988,
Bangkok Food,Restauration,Noirétable,42440,Loire,Auvergne-Rhône-Alpes,45.817004,3.765356,
West Angus Saloon,"Site sportif, récréatif et de loisirs,Restauration",La Chapelle-d'Aurec,43120,Haute-Loire,Auvergne-Rhône-Alpes,45.316654,4.219005,
GAEC La Ferme de Taillard,Fournisseur de dégustation,Saint-Sauveur-en-Rue,42220,Loire,Auvergne-Rhône-Alpes,45.269722,4.511389,http://www.fermelarosettedetaillard.com/
Bibliothèque de Val Thorens - Biblio Valtho,"Site sportif, récréatif et de loisirs,Site culturel",Les Belleville,73440,Savoie,Auvergne-Rhône-Alpes,45.298556,6.582084,
Sève de Forez,Fournisseur de dégustation,Saint-Bonnet-le-Courreau,42940,Loire,Auvergne-Rhône-Alpes,45.678838,3.921731,https://www.sevedeforez.fr/
Bar restaurant Le Local,Restauration,Saint-Jean-de-Galaure,26240,Drôme,Auvergne-Rhône-Alpes,45.197074,4.906051,http://www.le-local-la-motte.fr/
Le salon vert,"Site sportif, récréatif et de loisirs,Commerce de détail",Saint-Paul-d'Izeaux,38140,Isère,Auvergne-Rhône-Alpes,45.316553,5.428684,
Le Garde Manger,Restauration,Le Coteau,42120,Loire,Auvergne-Rhône-Alpes,46.025328,4.086308,https://www.legardemanger42.com/
Spa Les Bains du Montana - Montana Plein Sud,"Site sportif, récréatif et de loisirs",Les Belleville,73440,Savoie,Auvergne-Rhône-Alpes,45.297286,6.57616,https://www.village-montana.com/val-thorens/residence-montana-plein-sud
Hameau Le Manchet,Site culturel,Val-d'Isère,73150,Savoie,Auvergne-Rhône-Alpes,45.419548,6.97243,
Espace gare,"Site sportif, récréatif et de loisirs",Saint-Paul-Trois-Châteaux,26130,Drôme,Auvergne-Rhône-Alpes,44.345367,4.763866,https://ville-saintpaultroischateaux.fr/
Restaurant Le Rétro,Restauration,La Chapelle-d'Abondance,74360,Haute-Savoie,Auvergne-Rhône-Alpes,46.295517,6.786757,https://www.leretro74.fr/
Zibou Lab,"Restauration,Commerce de détail",Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.741659,4.821579,https://www.ziboulab.fr/
Le Castel'Anne,"Location,Site sportif, récréatif et de loisirs",Voiron,38500,Isère,Auvergne-Rhône-Alpes,45.347723,5.584072,https://www.castelannereception.fr/
Les Gîtes du Pont de Pierre- Grand Gîte,Hébergement,Civrieux,01390,Ain,Auvergne-Rhône-Alpes,45.927043,4.876122,"https://www.clevacances.com/fr/hebergement/7427-gites-du-pont-de-pierre,http://www.lesgitesdupontdepierre.com/"
Hameau Le Saut,Site culturel,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.485284,6.967315,
Le Comptoir de Chaussenac,Restauration,Chaussenac,15700,Cantal,Auvergne-Rhône-Alpes,45.177103,2.278227,
Les Gîtes du Pont de Pierre - Petit Gîte,Hébergement,Civrieux,01390,Ain,Auvergne-Rhône-Alpes,45.927043,4.876122,"https://www.clevacances.com/fr/hebergement/7427-gites-du-pont-de-pierre,http://www.lesgitesdupontdepierre.com/"
Au Rendez-Vous des Chasseurs,Restauration,Trizac,15400,Cantal,Auvergne-Rhône-Alpes,45.252869,2.537955,
Le Ksar,Restauration,Riom-ès-Montagnes,15400,Cantal,Auvergne-Rhône-Alpes,45.281858,2.659348,
Sur les pas d'Adèle,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Puy-Saint-Martin,26450,Drôme,Auvergne-Rhône-Alpes,44.645353,4.94204,
