Nom,Sous-type,Commune,Code postal,Département,Région,Latitude,Longitude,Site internet
Le Coucouri,Restauration,Saillans,26340,Drôme,Auvergne-Rhône-Alpes,44.696705,5.19757,
Restaurant le Cafuron,Restauration,La Fouillouse,42480,Loire,Auvergne-Rhône-Alpes,45.523404,4.291089,https://www.auxdomaines.fr/
Las Catrinas,Restauration,Crest,26400,Drôme,Auvergne-Rhône-Alpes,44.729,5.026146,https://www.las-catrinas.fr/
No'Limits Street Food,Restauration,Monistrol-sur-Loire,43120,Haute-Loire,Auvergne-Rhône-Alpes,45.288803,4.165841,https://nolimits-streetfood.fr/index.html
Parc technologique de la Porte des Alpes,Site culturel,Saint-Priest,69800,Rhône,Auvergne-Rhône-Alpes,45.714443,4.931336,
La Camargue,Restauration,Bas-en-Basset,43210,Haute-Loire,Auvergne-Rhône-Alpes,45.295292,4.119245,http://www.restaurant-la-camargue.fr/
Le Chemin des Peintres,"Site sportif, récréatif et de loisirs",Saint-Jean-Saint-Maurice-sur-Loire,42155,Loire,Auvergne-Rhône-Alpes,45.968667,3.997396,https://www.les-amis-42155.com/
Le jardin de Ma Vie O l’Être,Fournisseur de dégustation,Gillonnay,38260,Isère,Auvergne-Rhône-Alpes,45.406702,5.283006,
Sun7 chemin,Restauration,Orliénas,69530,Rhône,Auvergne-Rhône-Alpes,45.653338,4.749698,https://sun7-chemin.fr/
Espace détente - Stade nautique Pierre-de-Coubertin,"Site sportif, récréatif et de loisirs",Clermont-Ferrand,63000,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.768596,3.083862,https://www.clermontmetropole.eu/bouger-se-divertir/lexcellence-sportive/piscines/une-piscine-pour-profiter-dun-moment-bien-etre/
Explor Games / Le dernier signal,"Site sportif, récréatif et de loisirs",Le Sappey-en-Chartreuse,38700,Isère,Auvergne-Rhône-Alpes,45.255315,5.779455,http://www.chartreuse-aventure.fr/
L’Orée des Sources,Hébergement,Volvic,63530,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.870175,3.031266,https://www.loree-des-sources.com/
Espace détente - Centre aquatique Les Hautes-Roches,"Site sportif, récréatif et de loisirs",Chamalières,63400,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.768596,3.083862,https://www.clermontmetropole.eu/bouger-se-divertir/lexcellence-sportive/piscines/une-piscine-pour-profiter-dun-moment-bien-etre/
"Jeu de piste numérique ""Marie-Pelline et le mystère de la mélodie"" avec Baludik","Site sportif, récréatif et de loisirs",Chabeuil,26120,Drôme,Auvergne-Rhône-Alpes,44.899802,5.019386,
Hôtel La Montagne,Hébergement,La Clusaz,74220,Haute-Savoie,Auvergne-Rhône-Alpes,45.906405,6.427077,
ASM Pomier - Espace de réception et de travail,"Location,Site sportif, récréatif et de loisirs",Présilly,74160,Haute-Savoie,Auvergne-Rhône-Alpes,46.081389,6.106081,
GAEC Le Plâne,Fournisseur de dégustation,Saint-André-de-Boëge,74420,Haute-Savoie,Auvergne-Rhône-Alpes,46.193588,6.389452,http://gaec-le-plane.fr/
B&B Hôtel Moulins Avermes,Hébergement,Avermes,03000,Allier,Auvergne-Rhône-Alpes,46.590136,3.321626,https://www.hotel-bb.com/fr/hotel/moulins-avermes?
Brasserie Pizzeria Vigna - Hôtel Restaurant Garenne,Restauration,Livron-sur-Drôme,26250,Drôme,Auvergne-Rhône-Alpes,44.773911,4.857792,https://www.garenne.net/
Piste multi-activités – Espace Sport Nature La Stèle,"Site sportif, récréatif et de loisirs",La Tour-d'Auvergne,63680,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.543153,2.692521,https://lastele.fr/
Salle de séminaire à l'Hôtel Ibis,"Location,Site sportif, récréatif et de loisirs,Site d'affaires",Saint-Paul-Trois-Châteaux,26130,Drôme,Auvergne-Rhône-Alpes,44.361853,4.742058,
Verrerie de Saint Just,Site culturel,Saint-Just-Saint-Rambert,42170,Loire,Auvergne-Rhône-Alpes,45.494631,4.259369,https://www.verreriedesaintjust.fr/
Espace Muséal de l'Hospice du Petit Saint Bernard,Site culturel,Séez,73700,Savoie,Auvergne-Rhône-Alpes,45.671477,6.875575,https://www.hautetarentaise.fr/
Caveau - Château Musée,"Location,Site sportif, récréatif et de loisirs",Tournon-sur-Rhône,07300,Ardèche,Auvergne-Rhône-Alpes,45.068346,4.831753,http://www.chateaumusee-tournon.com/
Club Med La Sarenne,Hébergement,Huez,38750,Isère,Auvergne-Rhône-Alpes,45.08957,6.081174,
Lodge Skadi,Hébergement,Essert-Romand,74110,Haute-Savoie,Auvergne-Rhône-Alpes,46.201935,6.670425,https://www.ovonetwork.com/fr/chalets/france/morzine/lodge-skadi
Hôtel la Vanoise,Hébergement,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.454661,6.900541,http://www.hotelvanoise.com/
Promenade Confort du Bourget-en-Huile,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Bourget-en-Huile,73110,Savoie,Auvergne-Rhône-Alpes,45.485919,6.205903,http://www.tourisme.coeurdesavoie.fr/
Les Amis du Quatuor Debussy,"Site sportif, récréatif et de loisirs",Lyon 4e Arrondissement,69004,Rhône,Auvergne-Rhône-Alpes,45.773713,4.821263,https://quatuordebussy.com/
Spa d’altitude Ô des Cimes – Résidence CGH Le Cristal de l'Alpe,"Site sportif, récréatif et de loisirs",Huez,38750,Isère,Auvergne-Rhône-Alpes,45.092982,6.068991,https://www.odescimes.com/fr/spas/le-cristal-de-lalpe-1024
Spa Kaire - Village Les Bergers MMV,"Site sportif, récréatif et de loisirs",Huez,38750,Isère,Auvergne-Rhône-Alpes,45.089354,6.079781,"https://kairespa.fr/,https://www.mmv.fr/hotel-club-ski-alpe-dhuez-les-bergers"
Restaurant Dame Jeanne,Restauration,Dunière-sur-Eyrieux,07360,Ardèche,Auvergne-Rhône-Alpes,44.822568,4.658938,
Spa Pure Altitude - Hôtel  Royal Ours blanc,"Site sportif, récréatif et de loisirs",Huez,38750,Isère,Auvergne-Rhône-Alpes,45.090397,6.06787,https://www.hotelroyaloursblanc.com/fr/page/spa.32.html
Spa Deep Nature - Hôtel Pic Blanc,"Site sportif, récréatif et de loisirs",Huez,38750,Isère,Auvergne-Rhône-Alpes,45.088172,6.076577,https://www.hotel-picblanc-alpes.com/
Spa Nuxe - Hôtel Au Chamois d'Or by Les Etincelles,"Site sportif, récréatif et de loisirs",Huez,38750,Isère,Auvergne-Rhône-Alpes,45.097155,6.070826,https://chamoisdor-alpedhuez.com/fr/spa-nuxe.html
My City Hunt - Aventure de Noël à Montbrison,"Site sportif, récréatif et de loisirs",Montbrison,42600,Loire,Auvergne-Rhône-Alpes,45.609675,4.062996,https://www.mycityhunt.fr/villes/montbrison-fr-14420
My City Hunt - Jeu d'enquête,"Site sportif, récréatif et de loisirs",Montbrison,42600,Loire,Auvergne-Rhône-Alpes,45.604196,4.069547,https://www.mycityhunt.fr/villes/montbrison-fr-14420
Kajiro Sushi,Restauration,Veauche,42340,Loire,Auvergne-Rhône-Alpes,45.561817,4.276459,https://www.kajirosushi.com/
Restaurant le Saint Michel,Restauration,Ennezat,63720,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.897736,3.222898,
La route Barthélémy - Circuit Gravel & VTTAE n°87 - Rouge,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.176622,5.538998,http://www.vercors-experience.com/
My City Hunt - Aventure de Noël à Saint-Just Saint-Rambert,"Site sportif, récréatif et de loisirs",Saint-Just-Saint-Rambert,42170,Loire,Auvergne-Rhône-Alpes,45.499608,4.239855,https://www.mycityhunt.fr/villes/montbrison-fr-14420
Hôtel Carlina,Hébergement,La Clusaz,74220,Haute-Savoie,Auvergne-Rhône-Alpes,45.907151,6.427002,
Eglise Saint-Pierre,Site culturel,Plauzat,63730,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.62221,3.149139,http://www.plauzat.fr/
My City Hunt - Escape game,"Site sportif, récréatif et de loisirs",Montbrison,42600,Loire,Auvergne-Rhône-Alpes,45.609675,4.062996,https://www.mycityhunt.fr/villes/montbrison-fr-14420
GAEC Chez le proux,Fournisseur de dégustation,Dompierre-sur-Besbre,03290,Allier,Auvergne-Rhône-Alpes,46.539423,3.622217,
Les Hauts de Vaujany - Vacancéole,Hébergement,Vaujany,38114,Isère,Auvergne-Rhône-Alpes,45.158931,6.076884,
My City Hunt - Escape Game,"Site sportif, récréatif et de loisirs",Saint-Just-Saint-Rambert,42170,Loire,Auvergne-Rhône-Alpes,45.499608,4.239855,https://www.mycityhunt.fr/villes/montbrison-fr-14420
My City Hunt - Jeu d'enquête,"Site sportif, récréatif et de loisirs",Saint-Just-Saint-Rambert,42170,Loire,Auvergne-Rhône-Alpes,45.604196,4.069547,https://www.mycityhunt.fr/villes/montbrison-fr-14420
My City Hunt - Chasse au trésor,"Site sportif, récréatif et de loisirs",Saint-Just-Saint-Rambert,42170,Loire,Auvergne-Rhône-Alpes,45.609675,4.062996,https://www.mycityhunt.fr/villes/montbrison-fr-14420
Butin - sandwicherie artisanale,Restauration,Bourg-en-Bresse,01000,Ain,Auvergne-Rhône-Alpes,46.20612,5.228027,https://hellobutin.fr/
La montée des Narces - Circuit Gravel & VTTAE n°83 - Vert,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Autrans-Méaudre en Vercors,38112,Isère,Auvergne-Rhône-Alpes,45.126537,5.519997,https://vercors.fr/fr/tourisme/outdoor/velo/
My City Hunt - Chasse au trésor,"Site sportif, récréatif et de loisirs",Montbrison,42600,Loire,Auvergne-Rhône-Alpes,45.609675,4.062996,https://www.mycityhunt.fr/villes/montbrison-fr-14420
Vienne et son Théâtre antique,"Site sportif, récréatif et de loisirs",Vienne,38200,Isère,Auvergne-Rhône-Alpes,45.52512,4.878418,https://www.vienne-condrieu.com/
Réservoir de pêche à la mouche,"Site sportif, récréatif et de loisirs",Noirétable,42440,Loire,Auvergne-Rhône-Alpes,45.807115,3.768311,https://peche42.fr/
Le Relais du Centre,Hébergement,Montluçon,03100,Allier,Auvergne-Rhône-Alpes,46.34526,2.609876,https://www.airbnb.fr/rooms/1447727946136520162?source_impression_id=p3_1769521724_P3k3ZU4YM7R9eCG8
Pont de Confolent,Site culturel,Beauzac,43590,Haute-Loire,Auvergne-Rhône-Alpes,45.258243,4.143367,
Fromage du Père Boyer,Fournisseur de dégustation,Besse-et-Saint-Anastaise,63610,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.505965,2.917394,
La Lande des Eglantines,Fournisseur de dégustation,Fayet-le-Château,63160,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.686744,3.417781,https://bioetlocal.org/
Maison du Chatiague,"Site sportif, récréatif et de loisirs",Tence,43190,Haute-Loire,Auvergne-Rhône-Alpes,45.115627,4.289706,"https://station.illiwap.com/fr/public/43244,http://www.cc-hautlignon.fr/communes/tence/"
L'atelier Papilles,"Restauration,Commerce de détail",Loriol-sur-Drôme,26270,Drôme,Auvergne-Rhône-Alpes,44.758818,4.834768,https://latelier-papilles.com/
Camping de Tignes,Hébergement,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.501709,6.921962,https://www.camping-de-tignes.com/
Salle Gilbert-Gaillard,"Site sportif, récréatif et de loisirs,Commerce de détail",Clermont-Ferrand,63000,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.778814,3.083312,https://clermont-ferrand.fr/salle-gilbert-gaillard
Domaine du Corgenay,Hébergement,Fleuriel,03140,Allier,Auvergne-Rhône-Alpes,46.281838,3.179077,
La Maison du Patrimoine - Centre d'Interprétation de l'Architecture et du Patrimoine,Site culturel,Romans-sur-Isère,26100,Drôme,Auvergne-Rhône-Alpes,45.043402,5.048926,https://www.valenceromansagglo.fr/loisirs/patrimoine/
Le G5,"Site sportif, récréatif et de loisirs,Restauration",Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.749994,4.829993,https://www.le-g5bar.com/
Piste de luge à Samoëns 1600,"Site sportif, récréatif et de loisirs",Samoëns,74340,Haute-Savoie,Auvergne-Rhône-Alpes,46.054687,6.700706,http://www.grand-massif.com/
Le Val de la Sure - Circuit Gravel & VTTAE n°85 - Bleu,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.176622,5.538998,https://vercors.fr/fr/tourisme/outdoor/velo/
La boucle du Liorin - Circuit Gravel & VTTAE n°86 - Bleu,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Villard-de-Lans,38250,Isère,Auvergne-Rhône-Alpes,45.066978,5.550852,https://vercors.fr/fr/tourisme/outdoor/velo/
Ferme auberge - Les Blancs Moutons & Filles,Restauration,Gumières,42560,Loire,Auvergne-Rhône-Alpes,45.527986,3.978726,
L'Usine Vivante,"Location,Site sportif, récréatif et de loisirs",Crest,26400,Drôme,Auvergne-Rhône-Alpes,44.727756,5.028996,https://www.usinevivante.org/
Musée Joseph Foret,Site culturel,Mont-Dore,63240,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.572568,2.811051,
Mur d'escalade des Bretchs,"Site sportif, récréatif et de loisirs",Le Chambon-sur-Lignon,43400,Haute-Loire,Auvergne-Rhône-Alpes,45.059043,4.299434,
Les Brigands - Circuit Gravel & VTTAE n°81 - Vert,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Lans-en-Vercors,38250,Isère,Auvergne-Rhône-Alpes,45.124547,5.592876,https://vercors.fr/fr/tourisme/outdoor/velo/
CGH Résidence Boutique Le Nevada *****,Hébergement,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.457895,6.901031,http://www.cgh-residences.com/hiver/residences/le-nevada-30
Hôtel St-Alban Hôtel & Spa,Hébergement,La Clusaz,74220,Haute-Savoie,Auvergne-Rhône-Alpes,45.907106,6.429305,
Résidence cgh le Jhana,Hébergement,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.455669,6.899761,http://www.cgh-residences.com/hiver/residences/le-jhana-29
Gorges de la Semène,Site naturel,Aurec-sur-Loire,43110,Haute-Loire,Auvergne-Rhône-Alpes,45.378324,4.236605,https://www.gorgesdelaloire.fr/
Le piano bar du Saint Georges,"Site sportif, récréatif et de loisirs,Restauration",Megève,74120,Haute-Savoie,Auvergne-Rhône-Alpes,45.855302,6.616717,http://www.hotelsaintgeorges-megeve.com/
Les 2 Criquets,Restauration,Morzine,74110,Haute-Savoie,Auvergne-Rhône-Alpes,46.152392,6.70358,
Compagnie des bateaux - Bateau Doussard-Annecy,"Site sportif, récréatif et de loisirs,Transport",Doussard,74210,Haute-Savoie,Auvergne-Rhône-Alpes,45.792949,6.217795,http://www.sources-lac-annecy.com/
Parcours d'orientation ludique à Coublevie,"Site sportif, récréatif et de loisirs",Coublevie,38500,Isère,Auvergne-Rhône-Alpes,45.353778,5.611754,http://www.coublevie.fr/
Parcours d'orientation patrimoine à Coublevie,"Site sportif, récréatif et de loisirs",Coublevie,38500,Isère,Auvergne-Rhône-Alpes,45.353778,5.611754,http://www.coublevie.fr/
Résidence cgh le Télémark,Hébergement,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.47327,6.909646,http://www.cgh-residences.com/hiver/residences/le-telemark-28
Le Suchaillou,Site culturel,Queyrières,43260,Haute-Loire,Auvergne-Rhône-Alpes,45.068308,4.11809,
Case'Graine,Restauration,Vichy,03200,Allier,Auvergne-Rhône-Alpes,46.125049,3.423148,
Sentier Le Chemin d'art du Rocher de Lastic,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Lastic,15500,Cantal,Auvergne-Rhône-Alpes,45.112868,3.210244,http://www.pays-saint-flour.fr/
Salle de séminaire à l'Université du Vin,"Location,Site sportif, récréatif et de loisirs,Site d'affaires",Suze-la-Rousse,26790,Drôme,Auvergne-Rhône-Alpes,44.290036,4.838407,
Appartement Mal coiffé,Hébergement,Moulins,03000,Allier,Auvergne-Rhône-Alpes,46.566727,3.329623,https://www.airbnb.com/l/1PrIZilp
Appartement Jacquemart,Hébergement,Moulins,03000,Allier,Auvergne-Rhône-Alpes,46.566727,3.329623,https://www.airbnb.com/l/dRz20M0T
PopAlp restaurant,Restauration,La Plagne Tarentaise,73210,Savoie,Auvergne-Rhône-Alpes,45.505238,6.673646,
Roller Coaster - Spéciale VTT Enduro - Rouge,"Site sportif, récréatif et de loisirs",Autrans-Méaudre en Vercors,38112,Isère,Auvergne-Rhône-Alpes,45.098605,5.539088,https://vercors.fr/fr/tourisme/outdoor/velo/
La DH du Tremplin - Spéciale VTT Enduro - Noir,"Site sportif, récréatif et de loisirs",Saint-Nizier-du-Moucherotte,38250,Isère,Auvergne-Rhône-Alpes,45.163336,5.632783,https://vercors.fr/fr/tourisme/outdoor/velo/
Piste noire du Tunnel,"Site sportif, récréatif et de loisirs",Oz,38114,Isère,Auvergne-Rhône-Alpes,45.125015,6.127034,https://www.oz-en-oisans.com/
Parcours libre des petits ambassadeurs du patrimoine,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Arronnes,03250,Allier,Auvergne-Rhône-Alpes,46.058324,3.56858,https://www.wivisites.com/
Restaurant du Commerce,Restauration,Volvic,63530,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.872467,3.037899,https://www.hotelducommerce-volvic.com/
Parcours libre des petits ambassadeurs du patrimoine,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",La Chabanne,03250,Allier,Auvergne-Rhône-Alpes,46.021393,3.755134,https://www.wivisites.com/
Yoko's,Restauration,Moulins,03000,Allier,Auvergne-Rhône-Alpes,46.565907,3.33452,
Le Medicis Café,Restauration,La Bourboule,63150,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.587213,2.738507,
Église Saint Jacques d'Assyrie,Site culturel,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.496394,6.926253,https://www.tignes.net/
Picasso - Spéciale VTT Enduro - Rouge,"Site sportif, récréatif et de loisirs",Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.148991,5.571757,https://vercors.fr/fr/tourisme/outdoor/velo/
Chemin de l'Oratoire,Site culturel,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.496005,6.923524,https://www.tignes.net/
La DH des Narces - Spéciale VTT Enduro - Noir,"Site sportif, récréatif et de loisirs",Autrans-Méaudre en Vercors,38112,Isère,Auvergne-Rhône-Alpes,45.163336,5.632783,https://vercors.fr/fr/tourisme/outdoor/velo/
Chambre d'hôtes Château de Saint Mayeul,Hébergement,Joze,63350,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.858164,3.299059,
Piste de luge,"Site sportif, récréatif et de loisirs",Montricher-Albanne,73870,Savoie,Auvergne-Rhône-Alpes,45.226954,6.405394,https://www.karellis.com/
Les Gnolus - Tous aux jeux Gnolympiques !,"Site sportif, récréatif et de loisirs",Vaugneray,69670,Rhône,Auvergne-Rhône-Alpes,45.661949,4.780925,http://www.lesgnolus.fr/
Choclo Restaurant,Restauration,Romans-sur-Isère,26100,Drôme,Auvergne-Rhône-Alpes,45.045367,5.049626,https://www.choclo-restaurant.fr/
Parcours d'orientation Patrimoine Adulte,"Site sportif, récréatif et de loisirs",Roybon,38940,Isère,Auvergne-Rhône-Alpes,45.257863,5.241443,https://terres-de-berlioz.com/
Parcours d'orientation Ludique enfant,"Site sportif, récréatif et de loisirs",Roybon,38940,Isère,Auvergne-Rhône-Alpes,45.257863,5.241443,https://terres-de-berlioz.com/
Félines sur Rimandoule,Site culturel,Félines-sur-Rimandoule,26160,Drôme,Auvergne-Rhône-Alpes,44.584186,5.053036,https://www.valleedeladrome-tourisme.com/
Domaine de Roustillan,Fournisseur de dégustation,La Penne-sur-l'Ouvèze,26170,Drôme,Auvergne-Rhône-Alpes,44.253991,5.23971,
Bourgeons and so,Fournisseur de dégustation,Manas,26160,Drôme,Auvergne-Rhône-Alpes,44.604517,4.976564,https://www.bourgeons-and-so.com/
Les biquettes du Laga,Fournisseur de dégustation,Saint-Gervais-sur-Roubion,26160,Drôme,Auvergne-Rhône-Alpes,44.575657,4.882809,
Domaine de Beausseret,Fournisseur de dégustation,Montélimar,26200,Drôme,Auvergne-Rhône-Alpes,44.570051,4.785029,https://www.domainedebeausseret.com/
Les Vergers de Maubec,Fournisseur de dégustation,Montélimar,26200,Drôme,Auvergne-Rhône-Alpes,44.53065,4.774686,http://www.lesvergersdemaubec.fr/
EARL des Plantas,Fournisseur de dégustation,Roynac,26450,Drôme,Auvergne-Rhône-Alpes,44.643841,4.932906,
La ferme du roubion,Fournisseur de dégustation,Bonlieu-sur-Roubion,26160,Drôme,Auvergne-Rhône-Alpes,44.594946,4.883821,
Via Ferrata du Mont : Parcours Les Petits montagnards,"Site sportif, récréatif et de loisirs",Sixt-Fer-à-Cheval,74740,Haute-Savoie,Auvergne-Rhône-Alpes,46.058432,6.766784,
Le Jardin Céleste,Restauration,Tullins,38210,Isère,Auvergne-Rhône-Alpes,45.304142,5.510309,https://actualites.chepy.net/restaurant
City stade,"Site sportif, récréatif et de loisirs",Vaujany,38114,Isère,Auvergne-Rhône-Alpes,45.168387,6.094597,https://www.vaujany.com/fr/
Via Ferrata du Mont : La traversée du Raffour,"Site sportif, récréatif et de loisirs",Sixt-Fer-à-Cheval,74740,Haute-Savoie,Auvergne-Rhône-Alpes,46.058432,6.766784,
Via Ferrata du Mont : La traversée des Paresseux,"Site sportif, récréatif et de loisirs",Sixt-Fer-à-Cheval,74740,Haute-Savoie,Auvergne-Rhône-Alpes,46.058432,6.766784,
Le Burger des volcans,Restauration,Les Ancizes-Comps,63770,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.937089,2.803476,
Bike Park,"Site sportif, récréatif et de loisirs",Combloux,74920,Haute-Savoie,Auvergne-Rhône-Alpes,45.887869,6.613764,
Parcours pédestre sur le sentier de la pulsatille  aux Communaux de Trept,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Trept,38460,Isère,Auvergne-Rhône-Alpes,45.692645,5.308451,https://www.balconsdudauphine-tourisme.com/
La Fournaise,Restauration,Thiers,63300,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.84997,3.538451,
Via Ferrata du Mont : Parcours Lou Izès,"Site sportif, récréatif et de loisirs",Sixt-Fer-à-Cheval,74740,Haute-Savoie,Auvergne-Rhône-Alpes,46.058432,6.766784,
Le premier pont du Diable ''l'Entremoi'',Site culturel,Saint-Gervais-les-Bains,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.890183,6.711403,
Restaurant La Perdrix,Restauration,Besse-et-Saint-Anastaise,63610,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.511382,2.856611,https://www.hotelperdrix.com/restaurant/
Viaduc des neuf-ponts,Site culturel,Saint-Paul-en-Cornillon,42240,Loire,Auvergne-Rhône-Alpes,45.397839,4.236069,
Pierre et Vacances Inter Residences,Hébergement,Tignes,73320,Savoie,Auvergne-Rhône-Alpes,45.456582,6.899057,http://pierreetvacances.com/
Aire de camping car à la Ferme des Combes,"Service pratique,Hébergement",Piégros-la-Clastre,26400,Drôme,Auvergne-Rhône-Alpes,44.685613,5.104699,https://www.fermedescombes.com/
Chez Mamie Chou,Restauration,Les Deux Alpes,38860,Isère,Auvergne-Rhône-Alpes,45.011955,6.124343,https://www.chez-mamie-chou.fr/
Les Equinoxes,Restauration,Val-d'Isère,73150,Savoie,Auvergne-Rhône-Alpes,45.46011,6.964086,https://www.lesequinoxes.fr/le-cafe-bar-restaurant/
La Tarterie - café et bar à tartes,Restauration,Alixan,26300,Drôme,Auvergne-Rhône-Alpes,44.992796,4.980516,
Gymnase des écoles,"Site sportif, récréatif et de loisirs",Tence,43190,Haute-Loire,Auvergne-Rhône-Alpes,45.113288,4.293555,"https://station.illiwap.com/fr/public/43244,http://www.cc-hautlignon.fr/communes/tence/"
Circuit VTT 54 km - Les 11 clochers du vignoble,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Saint-Pourçain-sur-Sioule,03500,Allier,Auvergne-Rhône-Alpes,46.310309,3.29405,http://www.valdesioule.com/
Par Herbouilly et les gorges du Méaudret - Circuit Gravel & VTTAE n°89 - Rouge,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Villard-de-Lans,38250,Isère,Auvergne-Rhône-Alpes,45.066978,5.550852,https://vercors.fr/fr/tourisme/outdoor/velo/
La Dolce Pizza,Restauration,Monistrol-sur-Loire,43120,Haute-Loire,Auvergne-Rhône-Alpes,45.288535,4.162497,
Le Grand Tour des 4 Montagnes - Circuit Gravel & VTTAE n°90 - Noir,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Villard-de-Lans,38250,Isère,Auvergne-Rhône-Alpes,45.066978,5.550852,https://vercors.fr/fr/tourisme/outdoor/velo/
Le Sentier des Légendes,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Saint-Pierre-du-Champ,43130,Haute-Loire,Auvergne-Rhône-Alpes,45.247409,3.865132,https://www.saintpierreduchamp43.fr/
Les fils à Maman,Restauration,Val-d'Isère,73150,Savoie,Auvergne-Rhône-Alpes,45.447809,6.976797,https://www.lesfilsamaman.com/restaurants/valdisere/
Les Mercredis Bulles - Visite de l'atelier Savons du Léman,Site culturel,Vers,74160,Haute-Savoie,Auvergne-Rhône-Alpes,46.092703,6.026016,http://www.savonsduleman.com/
Le starting block,"Site sportif, récréatif et de loisirs",Bernex,74500,Haute-Savoie,Auvergne-Rhône-Alpes,46.360619,6.674868,https://www.lestartingblock.com/
Télésiège de la Combe des Juments,"Site sportif, récréatif et de loisirs,Transport",La Clusaz,74220,Haute-Savoie,Auvergne-Rhône-Alpes,45.885982,6.43358,https://forfait.laclusaz.com/fr/
Circuit VTT 36 km - Les 11 clochers du vignoble,"Site sportif, récréatif et de loisirs,Itinéraire cyclable",Saint-Pourçain-sur-Sioule,03500,Allier,Auvergne-Rhône-Alpes,46.310309,3.29405,http://www.valdesioule.com/
Restaurant Les Rhodos,Restauration,Les Allues,73550,Savoie,Auvergne-Rhône-Alpes,45.39728,6.587588,
L'écho-domaine du château du Mazel,"Site sportif, récréatif et de loisirs,Site culturel",Tence,43190,Haute-Loire,Auvergne-Rhône-Alpes,45.118385,4.305564,https://www.le-chateau-du-mazel.com/
Gite Calistane l'Envolée,Hébergement,Saint-Vincent-de-Mercuze,38660,Isère,Auvergne-Rhône-Alpes,45.373017,5.956758,https://www.gitesdecalistane.fr/
Gite de l'Esquirou,Hébergement,Châtel-en-Trièves,38710,Isère,Auvergne-Rhône-Alpes,44.836214,5.841581,http://www.esquirou-trieves.fr/
La Trattoria,Restauration,Besse-et-Saint-Anastaise,63610,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.510846,2.933792,https://latrattoria-restaurant-besse-et-saint-anastaise.eatbu.com/?lang=fr
"Gite de Calistane, les Cascades",Hébergement,Saint-Vincent-de-Mercuze,38660,Isère,Auvergne-Rhône-Alpes,45.373017,5.956758,https://www.gitesdecalistane.fr/
Site d'escalade - Sous la Roche,"Site sportif, récréatif et de loisirs",Plateau d'Hauteville,01110,Ain,Auvergne-Rhône-Alpes,45.988378,5.62304,"https://www.escalade-montagne.fr/falaise/jura-bugey/terre-ronde-plateau-hauteville/,https://www.hautbugey-tourisme.com/"
Gaec perrier,Fournisseur de dégustation,La Chapelle-d'Aurec,43120,Haute-Loire,Auvergne-Rhône-Alpes,45.331101,4.195386,
Médiathèque - Centre culturel,"Site sportif, récréatif et de loisirs,Site culturel",Donzère,26290,Drôme,Auvergne-Rhône-Alpes,44.443713,4.711943,https://www.bibliotheque-donzere.fr/
